Package name,Reviewer name,Review text,raiting
com.teamdc.stephendiniz.autoaway,The Duder,i app i got part read text message also make decision within phone notification tab i agree give lemi apps any permission access written private text push button within phone aside send button via autoreply since i agree term i deleted use app and since i use i must set personal opinion aside give neutral vote rating system allow the thing app need access notification text contact sent it not need access contained text matter,3
com.teamdc.stephendiniz.autoaway,Heath Morley,i problem app posted bad review developer contacted sorted two minute now app perfect replying message leave thank assistance problem i recomending many business friend use,5
com.teamdc.stephendiniz.autoaway,Robert Hernandez,really love fact im busy working i way inform people important thing still without risk losing job phone united states,5
com.teamdc.stephendiniz.autoaway,A Google user,i really loved apps interface user friendly it also helped right run business since i employee moment i really enjoy using would recommend anyone would need app auto responds customized message personal message,5
com.teamdc.stephendiniz.autoaway,emily oelker,works well work for reason week stop responding one time notification got turned when notification turned seemed work but keep happening i purchased full version,4
com.teamdc.stephendiniz.autoaway,Ken M,it work occasionally it shame work recipient appreciate response,1
com.teamdc.stephendiniz.autoaway,A Google user,stopped working correctly time change app go random time edit developer please read review i expect autoreply incoming text the problem doesnt enabledisable correct time per schedule add time period auto reply i set,2
com.teamdc.stephendiniz.autoaway,D Price,the auto reply wont stay it keep turning despite switched 247 what point yes excluded battery optimisation and yet keep switching there permission mention,1
com.teamdc.stephendiniz.autoaway,"Looney Mooney fun times, travel & toy reviews",poetry easy use nice interface youd expect sort app,4
com.teamdc.stephendiniz.autoaway,lucious panda,life got easy app helped saving time also quite easy understand,5
com.teamdc.stephendiniz.autoaway,Soulful Phoenix,update company diligent helping resolve issue five star great customer service help it worked great year ago google permission issue now auto reply text although report say i installed samsung google messages texted iphone samsung lg it receives text doesnt send auto reply ive tested different time date etc any advice,5
com.teamdc.stephendiniz.autoaway,Kelly Gray,this neat app i love promotes safe driving dont feel obligated respond text driving,5
com.teamdc.stephendiniz.autoaway,John Carlo Azaes,since i little time phone i actually missed responding relative message good thing i install app i worry anymore making feel like i ignored didnt want talk hahaha,5
com.teamdc.stephendiniz.autoaway,Enes Jauss,it great app helped auto message i advise everyone use,5
com.teamdc.stephendiniz.autoaway,Jen Snow,couldnt get work uninstalled,1
com.teamdc.stephendiniz.autoaway,Averly Cox,im pretty frustrated googles limitation sms message i decided try app the first auto reply i sent one pre written one there typo message apparently nobody taught creator app proper spacing behind comma i immediately deleted app i dont want look like idiot client,2
com.teamdc.stephendiniz.autoaway,Ari P,does appear work want respond text it turned set work time does send message like apps i see writing interface confusing clear information unexpectedly,1
com.teamdc.stephendiniz.autoaway,John Kevin Jose,this app useful i easily manage incoming text auto reply block annoying text message do not disturb function also user friendly interface easy follow instruction use app so many feature free app five star rating wonderful app,5
com.teamdc.stephendiniz.autoaway,Shawn,i dont want pay vip the app work great but ad pop everytime open app an dont app open still get ad pop ups telling upgrade vip now uninstalled app not worth time headache if i wanted vip upgrade i would gotten better app one isnt free version edit ty reaching back although advertising period super annoying even every three day wont tolerate,1
com.teamdc.stephendiniz.autoaway,Rita St. Pierre,very disappointed i use business im busy client reached hour it working well last week i added new assistant except list still receiving auto response then yesterday i modified i written everyone including except list receiving reply multiple time i uninstalled reinstalled ppl still getting multiple reply despite except please fix,2
com.teamdc.stephendiniz.autoaway,Marcello Cavallo,got app send auto reply personalized list 247 i set sunsat 1200am1159pm added people personalized list get reply it worked first time texted a week later texted auto reply didnt send i added another person list test auto reply didnt send i turned auto reply back worked i cant rely app staying active 247 even though show active notification bar,1
com.teamdc.stephendiniz.autoaway,sanjay r,in case youre generally fast react instant message individual may stress event dont answer time fortunately difficult set programmed text answer android utilizing app send automated message individual attempt get touch youre driving gathering case involved,5
com.teamdc.stephendiniz.autoaway,Sachu Creations,sms auto reply text message sms autoresponder simple useful app people heavy work work need attention it help reply call message automatically save time typing message like iam busy very usefull app try,4
com.teamdc.stephendiniz.autoaway,Jesse Harper,the idea great seems working getting auto message written save lot the message gone twice failure retyped it long specifically worded messaged just pain repeat twice,3
com.teamdc.stephendiniz.autoaway,C. C,works great figure has lot possibility i able use personalize blocking certain number auto reply message that minimizes number replying thx,4
com.teamdc.stephendiniz.autoaway,LDM OTERO,i reinstalled update function working properly it responds everyone list i set i reinstalled app still thing email screenshot problem forwarded email,1
com.teamdc.stephendiniz.autoaway,Anna-Marie Termini,nice feature setting doesnt work instructions visuals provided but user friendly cant get work right no ability test either and apparent customer service,2
com.teamdc.stephendiniz.autoaway,Trey Nolen,been looking app long time it one ive found let whitelist people want receive text im paying guy i dont even need feature nonfree version get thanks developer,5
com.teamdc.stephendiniz.autoaway,Chuck Azer,on latest version took away ability silence phone set vibrate although previous profile i set still function way i set please bring back feature even app cant respond phone call,4
com.teamdc.stephendiniz.autoaway,Brindha .d,sms autoresponders also known text message autoreplies easy heart theyre still common mean sending automatic text message theyre used variety situation theyre often used provide immediate information confirm person text messaging service subscription,5
com.teamdc.stephendiniz.autoaway,RODERICK LIM,please bring back auto reply option phone call key feature why removed update you must download app amazon app redownload app reply phone call option you must pay worth especially business related matter perfect vacation,5
com.teamdc.stephendiniz.autoaway,Jo Tippett,its good app it worked perfectly oneplus doesnt seem work consistently samsung s21 plus sometimes itll reply sometimes wont thats good need people know youre busy ignoring ive paid extra feature otherwise id uninstall try different app,1
com.teamdc.stephendiniz.autoaway,Andrew Shuttleworth,this auto reply vacationer business people if going somewhere mobile service app work if flying anywhere activate airplane mode app work im disappointed time i would find something like useful doesnt work,1
com.teamdc.stephendiniz.autoaway,Holly Johnson,this app doesnt consistanly work all i want auto respond read message i payed thing consultancy the fact pay option crazy one set price everything would so much simpler,2
com.teamdc.stephendiniz.autoaway,Prasanth Pai,very handy app dont get time respond message the app come lot feature including builtin template message one create set time auto responding vet nice app,5
com.teamdc.stephendiniz.autoaway,Baterna Brian A.,this app great send reply friend automatically need type word save time hassle free also responsive issue bug highly recommend everyone,5
com.teamdc.stephendiniz.autoaway,Jon Bloom,instead sending single auto reply people sends two five person the number sends appears random also would lot better sent message response given individual first text,2
com.teamdc.stephendiniz.autoaway,PSC LLC,this complicated app ive ever seen why cant developer write dumbed text forwarding messaging app without add bell whistle when get text someone contact book want ignore talk want auto reply send personal created message thats it how hard can this be to create why ginger bread addition i cant even get one simple function work id even pay simpler version ununstalled,1
com.teamdc.stephendiniz.autoaway,Amber Walker,app doesnt work properly ive uninstalled reinstalled app still never want send message i think im done trying get work used app couple year hoping would fixed seems getting worse nothing changed,1
com.teamdc.stephendiniz.autoaway,Parag Jyoti Lahkar,simple interface easy set i going use every day im commute im class it may serve disturb app also send automatic reply anyone sends text,5
com.teamdc.stephendiniz.autoaway,Robin Gower,reasonable performance however i keep manually turning set response bit annoying big problem though since phone updated android ten emui ten auto reply stopped working i cant figure any advice,3
com.teamdc.stephendiniz.autoaway,Karan Veera,sms auto reply text message app working perfectly device i say one best auto responder apps google play store the app bug run smoothly anyone use easily i recommend app,5
com.teamdc.stephendiniz.autoaway,Nenad Rodic,seems work want will reply sms wont reply next whatever reason have tried last number android phone ive issue time try another app glad i didnt spend money as little very frustrating,1
com.teamdc.stephendiniz.autoaway,Nervin Bermejo,i rate three star disables notification sound i dont hear sound incoming message bad emergency message this app good youre driving busy task really work,3
com.teamdc.stephendiniz.autoaway,vikas kumar Patel,an amazing app its reply perfectly message easy use simple interface the best thing light size you click auto reply started replying message perfect reply its great app reccemeable everyone,5
com.teamdc.stephendiniz.autoaway,Leena in the middle,the app answering people letter a was looking old app clearly wasnt one dont lose time downloading edit response my message unfortunately wasnt a hence review no idea would someone put a reply if there change future id glad try,1
com.teamdc.stephendiniz.autoaway,monisha suji,its one best app i came across its really reliable source autorespond text message sometimes i ignore lot text message due lack time app help lot time accuracy,5
com.teamdc.stephendiniz.autoaway,Ildi Dida,the app interface simple effective i love fact i use app auto respond message customized message well avoiding auto response black list awesome app indeed,5
com.teamdc.stephendiniz.autoaway,Andrea Winslow,just i needed fairly easy set adding dont reply number easy the report received auto reply convenient even option export info great app,5
com.teamdc.stephendiniz.autoaway,Move4FreeRealty,really sure rate moment love go quickly i purchased pro version created task personalized text working i samsung note eight issue phone,3
com.teamdc.stephendiniz.autoaway,A Google user,works well i use im nightshift i havent disturbed sleeping day text call since i use direct people contact list website i uploaded schedule,5
com.teamdc.stephendiniz.autoaway,Yhonattan Gonzalez,i love application really made life easier i incredible application auto answer personalized message respond problem incoming message it application work incredible way,5
com.teamdc.stephendiniz.autoaway,Alecs Samantha Laohoo,simple interface easy set i use every day im commute im class it serf disturb app also sends automatic reply anyone sends text,5
com.teamdc.stephendiniz.autoaway,steve namachanja,this app simplified work make save precious time responding everyone called i love simple use step step simple instruction great interface i highly recommend anyone,5
com.teamdc.stephendiniz.autoaway,Nikita Martel,set time response never turn emailed customer support told download newest version everything isup date i set alarm turn ridiculous,1
